Open,High,Low,Close,Volume,price,price_FD10,ret_D10,ret_FD10,label,mom_D28,sma_D14,ema_D14,rsi_D14,macd,macdSignal,bolUP_D20,bolDOWN_D20,Adj Close
-0.2056,0.77814233,-0.2604997,1.1769613,0.4007635,1.1769613,0.47839403,0.22697224911240388,-0.9002565030542353,0,2.208767578738025,0.8769105834877731,1.408715889723202,0.8403928667226739,1.1427123869712719,0.44885621249156105,0.17981181263404838,0.4358222993795686,1.1769613
0.36149818,0.024507128,-0.29434568,0.88795376,0.52921444,0.88795376,0.2123448,-0.01225360340737596,-1.4307083009786465,0,0.9605580779375076,1.0371790042524816,1.4450663838992337,0.373489523569521,1.1018037725173306,0.6377266716283108,0.2512691736390843,0.9598821155397308,0.88795376
0.106986076,0.47744453,0.08389764,-0.18762378,0.38780037,1e-06,0.17068192,-6.937368724334231,12.047556986359828,1,0.027196182744571935,0.9173301019518362,0.9737276446690558,-0.8313150044124658,0.601974714732153,0.6469540803847308,0.301531803886142,0.5774372093388392,1e-06
0.10426894,0.30665344,0.07931282,0.42781234,0.35313043,0.42781234,0.3400806,-0.3001316895616535,-0.22950199314734734,0,0.5346986760450771,0.9337479829878521,0.8075011526451175,-0.19968204151363345,0.4262727851593771,0.6044656579654201,0.2985656177040841,0.6841206667513744,0.42781234
0.3605124,0.53249526,0.20747009,0.06971617,0.91631615,0.06971617,0.16068286,-1.2893045849163864,0.8350003235643358,1,0.13040015545174008,0.7186075856809641,0.4606504075730506,-0.6438035071963537,0.1015581637775729,0.47830955980363415,0.3187247871270209,0.5228477211314327,0.06971617
0.69530547,0.48422322,0.0148124695,0.20193325,1.2064291,0.20193325,1e-06,-0.3005418021928836,-12.215692476229627,0,-0.039410864073868616,0.4994899800547714,0.23492019450035784,-0.4432049989753867,-0.08355627385415017,0.3248427330403348,0.26334333755311345,0.9541043961819328,0.20193325
0.9077889,0.8717901,0.13477004,0.07338922,0.550988,0.07338922,0.38166702,-1.3794200676820179,1.648771494734476,1,0.2679561910714895,0.4450267431144999,-0.033506395895406535,-0.6119240666666436,-0.29155221156390393,0.14303275383121314,0.3150023234575738,0.4095633781514422,0.07338922
0.35607612,1.4035554,0.34571448,0.300767,0.6924518,0.300767,0.24340858,-0.3348796372351354,-0.21159444806216618,0,-0.5123450316723775,0.30234336913331006,-0.13738005545054055,-0.24294609895992522,-0.3317062938230323,-0.013812361701620675,0.3071858615050056,0.5107882965949878,0.300767
0.35093385,1.3390799,-0.28296798,-0.06606806,0.39536488,1e-06,0.48860413,-7.617867607228962,13.099307890492117,1,-0.7262403089534747,0.09509066336278371,-0.39772593610074863,-0.6633948636948247,-0.5120435531564496,-0.1904744721703331,0.369887558257884,-0.27626498293202784,1e-06
-0.06238779,0.41167608,0.6352998,0.67194295,0.38114858,0.67194295,0.35718396,-0.29579901023641453,-0.631922497907098,0,0.940505679276814,0.15823887095043054,-0.24284220138190205,0.36739194334950337,-0.29894092972831543,-0.27131818683136383,0.3982642118816578,-0.01718595182414708,0.67194295
0.5026982,0.7301909,0.29865906,0.47839403,0.26966673,0.47839403,0.95574135,-0.4002789187641427,0.6920525985900857,1,0.6715008326302052,0.019770851546660643,-0.21821526275567188,0.08223058051426407,-0.22598449887550723,-0.31528557322952755,0.2846124164751842,-0.1507736194642669,0.47839403
0.38524905,0.7494409,0.41956753,0.2123448,0.14190175,0.2123448,1.1001855,-0.696843330875553,1.6450227123469312,1,-0.09417707207477582,-0.09009297660970021,-0.34753405270482995,-0.3003198078017703,-0.30101843376825727,-0.371756735946191,0.08590039317263352,-0.4616671057408545,0.2123448
