Open,High,Low,Close,Volume,MA_10,MA_30
0.8633059128784256,0.8655344467331341,0.8744754195561818,0.8763813821548648,0.14457278165698273,0.8730399554876971,0.8656418089446478
0.8759964298187316,0.8658976836130554,0.884917886844402,0.8780806571812229,0.12421802651578795,0.8743259794267078,0.8673660576439661
0.8778254861656855,0.864535372079432,0.8830949434026955,0.8766514528664106,0.1152827217561532,0.8751718859061304,0.8689612341048036
0.8764254745333776,0.8688041330009644,0.8804280421201446,0.8813103786965585,0.10926626368087275,0.8766732244047797,0.8711040018144025
0.8810206495513705,0.8677482376220556,0.8836014005249598,0.8790033758838943,0.13555542096646256,0.8778125328959818,0.8730246436240929
0.8784126144934695,0.8699847568010597,0.8819022210830257,0.8775967003568202,0.07145313238747591,0.8785649712802959,0.8749229864745844
0.8772044532443249,0.8639108984506929,0.8794828478000193,0.8717561121356673,0.13291497833332683,0.878905685016361,0.8764812806662869
0.8713560486759705,0.8647396495159083,0.87624204419666,0.8697080530113365,0.15657639211794172,0.8802437431869348,0.8775768923926008
0.8693350041223024,0.8559978502363672,0.8131590802150747,0.8130697190426638,0.27800549383994405,0.8761822280670912,0.8762179959128154
0.8121937732973484,0.8181240651431598,0.8212948118227449,0.8218247631214733,0.2643314590716739,0.8717527617533061,0.87514253700174
0.8214068642192695,0.8108239878253973,0.8035379058842776,0.8177173804789427,0.2594139643564666,0.865585354993688,0.8739654555568876
0.817297103748332,0.803944106699898,0.810289568611032,0.7997119337323951,0.20445114350800825,0.8573463705921298,0.8722845223240887
0.7991757875995741,0.7908426333384935,0.795773466275924,0.7850261862814792,0.2208877279494223,0.8477137121927008,0.8698668911526268
0.7844417608667668,0.7976999247610446,0.7958748401181349,0.8089847278172145,0.20893491401710668,0.8401100422182042,0.8686859518831433
0.8081066158887952,0.8014010327790448,0.8145318853357449,0.8051134853339653,0.187755692141777,0.8323419221202515,0.8671413773092957
0.8045613806832576,0.8090870752668113,0.8159272179769065,0.8162769117702614,0.17539845969295453,0.8258953097545236,0.8655016081645575
0.8158631875224479,0.8116074208975819,0.8220262694240626,0.8173459302225748,0.13712522907280705,0.8201751114363687,0.8645985317239846
0.8168906620960702,0.8106877566720352,0.8232640467847149,0.8215772211976661,0.1411254557034733,0.8151150676447176,0.8639304423435898
0.8207632282355249,0.8071569722425214,0.7999819917198999,0.7893361906429978,0.2213810403910551,0.8126199374234571,0.8621007080513661
0.7887320701896755,0.7865625082719196,0.7845319588249123,0.7997119337323951,0.2480277270897887,0.8102951929540652,0.8603147184544533
0.7991757875995741,0.7952362612683468,0.8083653886900445,0.805462406802595,0.15655001699729998,0.8090068149823753,0.8583439092210625
0.8050130284602878,0.7972571388658334,0.8066436817276191,0.7994642544379308,0.2124008002406974,0.8089807762037162,0.8558143592593113
0.7989951009240518,0.8037169623862044,0.8103795413300673,0.8164682690953798,0.1521815155339692,0.8122863146692674,0.8538276842641057
0.8160325726667782,0.8131741484548158,0.8258521017455464,0.8264611601638833,0.15401409799041116,0.8141236299547858,0.8522818220038815
0.8260585468932228,0.8429645617452113,0.8360359146369062,0.8535819742223961,0.1919972022834993,0.8192191719815693,0.8517260858770657
0.853291240183173,0.8428396947368904,0.8586877485796846,0.8530193040115667,0.18664402964954302,0.8230819374220417,0.851062288784592
